t,pred,prey,prey2,grass,grass2
21530,16,2,4,184,137
21540,16,2,4,185,138
21550,15,2,5,185,138
21560,15,2,5,187,137
21570,15,2,5,188,138
21580,13,2,5,188,138
21590,13,1,6,188,137
21600,12,1,6,189,137
21610,12,1,6,191,137
21620,11,1,6,193,136
21630,11,1,6,192,136
21640,11,1,6,190,136
21650,11,2,6,189,132
21660,11,2,6,186,131
21670,10,2,6,186,132
21680,11,2,6,185,130
21690,11,2,6,185,131
21700,11,2,6,185,130
21710,10,2,6,187,131
21720,9,3,8,187,131
21730,9,3,8,186,131
21740,7,3,8,186,131
21750,7,3,8,186,132
21760,7,3,8,185,129
21770,6,3,8,184,130
21780,6,3,8,184,131
21790,6,3,8,184,128
21800,6,4,8,184,130
21810,6,2,8,185,130
21820,5,0,8,186,127
21830,5,0,8,187,128
21840,5,0,8,188,126
21850,5,0,8,188,127
21860,5,0,9,187,125
21870,5,0,9,186,122
21880,5,0,10,188,122
21890,5,0,10,187,121
21900,5,0,9,187,120
21910,5,0,10,187,121
21920,5,0,10,187,121
21930,5,0,11,188,120
21940,4,0,11,188,122
21950,3,0,12,189,122
21960,3,0,12,189,120
21970,3,0,12,189,122
21980,3,0,12,188,120
21990,2,0,13,189,121
22000,2,0,14,189,117
22010,2,0,16,190,119
22020,2,0,17,191,122
22030,2,0,17,190,118
22040,2,0,18,191,116
22050,2,0,19,191,115
22060,2,0,19,192,118
22070,2,0,19,191,114
22080,2,0,20,191,109
22090,2,0,20,192,106
22100,2,0,22,191,102
22110,1,0,22,190,98
22120,1,0,22,189,98
22130,1,0,23,191,100
22140,1,0,23,189,97
22150,1,0,26,189,97
22160,1,0,30,186,93
22170,1,0,30,187,94
22180,1,0,32,187,96
22190,1,0,32,184,95
22200,1,0,34,182,94
22210,1,0,34,182,89
22220,1,0,34,180,90
22230,1,0,34,178,91
22240,1,0,34,178,86
22250,1,0,35,178,90
22260,1,0,35,179,91
22270,1,0,34,181,86
22280,1,0,35,178,83
22290,1,0,37,175,82
22300,1,0,40,169,80
22310,1,0,40,173,82
22320,1,0,41,171,75
22330,1,0,42,169,73
22340,1,0,42,170,76
22350,1,0,42,169,74
22360,1,0,43,165,73
22370,1,0,44,164,70
22380,1,0,44,162,72
22390,1,0,44,160,77
22400,1,0,45,157,72
22410,1,0,47,156,74
22420,1,0,49,154,77
22430,1,0,50,152,71
22440,1,0,50,153,72
22450,1,0,51,155,75
22460,1,0,51,153,71
22470,1,0,52,151,68
22480,1,0,54,150,68
22490,1,0,57,145,66
22500,1,0,57,143,67
22510,1,0,57,143,60
22520,1,0,57,147,60
22530,1,0,58,147,60
22540,1,0,59,149,57
22550,1,0,60,152,59
22560,1,0,62,148,56
22570,1,0,65,148,53
22580,1,0,68,148,57
22590,1,0,68,150,52
22600,1,0,73,151,46
22610,1,0,75,146,45
22620,1,0,77,146,44
22630,1,0,78,147,44
22640,1,0,79,152,44
22650,1,0,80,151,39
22660,1,0,81,149,46
22670,1,0,83,143,46
22680,1,0,84,143,40
22690,1,0,85,141,40
22700,1,0,88,136,37
22710,1,0,88,138,37
22720,1,0,90,134,38
22730,1,0,90,133,37
22740,1,0,94,128,41
22750,1,0,97,128,44
22760,1,0,96,130,45
22770,1,0,100,126,52
22780,1,0,100,123,49
22790,1,0,102,119,42
22800,1,0,103,112,46
22810,1,0,105,111,43
22820,1,0,106,110,37
22830,1,0,107,102,42
22840,1,0,112,98,46
22850,1,0,112,97,48
22860,1,0,113,95,47
22870,1,0,116,96,44
22880,1,0,116,92,41
22890,1,0,121,91,34
22900,1,0,128,90,36
22910,1,0,128,91,35
22920,2,0,128,95,31
22930,2,0,128,95,33
22940,2,0,128,96,37
22950,2,0,129,101,33
22960,2,0,132,105,35
22970,2,0,133,102,41
22980,2,0,137,106,39
22990,2,0,142,104,34
23000,2,0,146,104,32
23010,2,0,148,103,36
23020,2,0,152,98,36
23030,2,0,156,103,34
23040,2,0,156,104,38
23050,2,0,158,100,38
23060,2,0,161,99,39
23070,2,0,162,95,37
23080,2,0,164,94,39
23090,2,0,165,87,37
23100,2,0,168,82,37
23110,2,0,170,76,37
23120,2,0,172,78,38
23130,2,0,176,82,38
23140,2,0,176,82,33
23150,2,0,178,84,37
23160,2,0,179,80,33
23170,3,0,179,83,36
23180,3,0,180,82,36
23190,3,0,183,79,38
23200,3,0,187,82,34
23210,3,0,189,80,33
23220,3,0,191,77,37
23230,3,0,192,78,36
23240,3,0,195,85,37
23250,3,0,199,93,37
23260,3,0,199,99,34
23270,3,0,199,100,30
23280,3,0,200,95,28
23290,2,0,200,89,31
23300,2,0,201,78,27
23310,2,0,201,79,30
23320,2,0,204,74,26
23330,2,0,204,72,31
23340,2,0,205,71,29
23350,2,0,205,67,30
23360,2,0,209,64,27
23370,2,0,212,66,26
23380,3,0,213,65,28
23390,3,0,213,57,30
23400,3,0,219,55,30
23410,3,0,221,48,31
23420,3,0,223,45,32
23430,3,0,222,51,29
23440,3,0,221,62,32
23450,3,0,224,73,28
23460,3,0,225,74,27
23470,3,0,225,71,25
23480,3,0,226,65,22
23490,3,0,230,63,26
23500,3,0,230,59,28
23510,3,0,231,61,30
23520,3,0,230,63,29
23530,3,0,234,58,25
23540,3,0,236,63,20
23550,3,0,237,61,23
23560,3,0,238,60,27
23570,3,0,240,56,28
23580,3,0,241,45,33
23590,3,0,242,39,32
23600,3,0,244,42,36
23610,3,0,248,45,33
23620,3,0,250,53,29
23630,3,0,250,58,31
23640,3,0,253,59,27
23650,3,0,251,66,23
23660,3,0,254,63,24
23670,3,0,254,62,23
23680,3,0,255,58,21
23690,3,0,254,53,21
23700,4,0,255,53,23
23710,4,0,256,54,25
23720,4,0,258,57,25
23730,4,0,258,57,25
23740,4,0,259,58,28
23750,4,0,262,44,30
23760,4,0,263,44,35
23770,4,0,264,40,39
23780,4,0,263,44,35
23790,4,0,264,50,32
23800,4,0,266,47,28
23810,4,0,269,44,26
23820,4,0,269,37,30
23830,4,0,270,42,31
23840,4,0,269,48,36
23850,4,0,268,51,36
23860,4,0,270,57,27
23870,4,0,271,62,29
23880,4,0,270,65,24
23890,4,0,268,62,23
23900,4,0,264,67,23
23910,4,0,265,60,23
23920,4,0,266,64,30
23930,5,0,264,54,35
23940,5,0,265,55,40
23950,6,0,267,57,45
23960,6,0,267,66,45
23970,6,0,267,76,40
23980,6,0,268,80,41
23990,6,0,269,77,40
24000,6,0,268,72,39
24010,6,0,268,64,42
24020,6,0,267,61,41
24030,6,0,266,67,47
24040,6,0,266,74,45
24050,6,0,266,80,39
24060,6,0,264,82,36
24070,6,0,264,77,35
24080,6,0,263,82,34
24090,6,0,262,75,36
24100,6,0,258,79,36
24110,6,0,256,72,39
24120,6,0,257,69,42
24130,6,0,257,68,39
24140,6,0,256,67,36
24150,6,0,253,72,37
24160,6,0,252,77,42
24170,6,0,253,82,41
24180,6,0,252,80,39
24190,6,0,250,74,34
24200,6,0,248,74,36
24210,7,0,247,75,38
24220,7,0,244,79,33
24230,7,0,244,75,31
24240,7,0,242,77,28
24250,7,0,244,69,32
24260,7,0,240,71,31
24270,7,0,239,73,33
24280,8,0,235,70,40
24290,8,0,234,75,42
24300,8,0,233,74,32
24310,8,0,233,76,30
24320,8,0,230,74,28
24330,8,0,226,71,28
24340,9,0,227,71,37
24350,9,0,225,69,39
24360,9,0,221,66,32
24370,9,0,220,68,35
24380,9,0,217,74,36
24390,9,0,216,71,35
24400,9,0,211,72,31
24410,10,0,210,76,34
24420,10,0,210,70,34
24430,10,0,212,75,30
24440,11,0,207,74,26
24450,12,0,205,77,36
24460,12,0,203,75,34
24470,12,0,201,77,36
24480,12,0,198,81,35
24490,12,0,195,85,31
24500,13,0,191,87,35
24510,13,0,188,92,38
24520,13,0,185,94,38
24530,14,0,184,97,39
24540,15,0,184,103,39
24550,15,0,186,108,41
24560,15,0,187,107,39
24570,15,0,186,108,35
24580,16,0,185,108,35
24590,16,0,183,108,40
24600,16,0,181,100,35
24610,16,0,181,97,34
24620,16,0,182,95,35
24630,17,0,177,92,38
24640,17,0,173,94,42
24650,17,0,169,95,40
24660,17,0,161,99,41
24670,17,0,160,99,38
24680,17,0,159,95,38
24690,18,0,158,96,39
24700,18,0,157,98,41
24710,18,0,153,100,35
24720,19,0,152,107,39
24730,19,0,148,102,41
24740,21,0,147,106,45
24750,21,0,146,110,47
24760,21,0,143,113,48
24770,21,0,142,111,48
24780,21,0,141,112,46
24790,21,0,140,109,46
24800,21,0,139,109,45
24810,21,0,138,104,45
24820,22,0,135,102,53
24830,22,0,135,107,57
24840,22,0,137,107,58
24850,21,0,136,105,54
24860,21,0,135,106,59
24870,21,0,133,104,55
24880,20,0,129,110,54
24890,20,0,128,108,49
24900,20,0,128,112,51
24910,21,0,130,115,52
24920,21,0,130,115,52
24930,21,0,127,115,55
24940,21,0,128,117,54
24950,21,0,126,116,51
24960,25,0,119,115,52
24970,26,0,116,119,50
24980,26,0,112,113,46
24990,26,0,109,115,50
25000,26,0,108,111,57
